question,type,database
Identify the first 3 streams that have a team named 'ESO Stream Team' and a follower count below 5000.,Verbose query,twitch
List the top 5 streams that have a moderator named 'itsbigchase' and were created before 2018.,Verbose query,twitch
"What are the first 3 streams with a language named 'ru' and a total view count below 10,000?",Verbose query,twitch
Which users follow 'Neo4j'?,Simple Retrieval Queries,twitter
List all tweets tagged with the hashtag 'education'.,Simple Retrieval Queries,twitter
Find all users who have more than 30000 followers.,Simple Retrieval Queries,twitter
What are the profile image URLs of users located in 'Graphs Are Everywhere'?,Simple Retrieval Queries,twitter
Retrieve the top 5 most recent tweets.,Simple Retrieval Queries,twitter
Which users are mentioned in the tweet with ID 1371846247913512966?,Simple Retrieval Queries,twitter
List all users who follow 'Neo4j' and have a betweenness greater than 1000000.,Simple Retrieval Queries,twitter
What are the URLs of the links contained in tweets from 'Neo4j'?,Simple Retrieval Queries,twitter
Show the top 3 users with the highest number of statuses.,Simple Retrieval Queries,twitter
Find all tweets that retweet the tweet with ID 690028662083612672.,Simple Retrieval Queries,twitter
Which users are similar to 'Neo4j' with a similarity score above 0.5?,Simple Retrieval Queries,twitter
List the names of users who have interacted with 'Neo4j'.,Simple Retrieval Queries,twitter
How many users does 'Neo4j' follow?,Simple Retrieval Queries,twitter
Display tweets that use the source named 'Buffer'.,Simple Retrieval Queries,twitter
Find all tweets posted by 'Neo4j' between January and February 2021.,Simple Retrieval Queries,twitter
What are the names of all hashtags used in tweets from 'Neo4j'?,Simple Retrieval Queries,twitter
List all tweets that reply to the tweet with ID 1371815021265747970.,Simple Retrieval Queries,twitter
Which users are amplified by 'Me'?,Simple Retrieval Queries,twitter
Retrieve the top 5 tweets with the most favorites.,Simple Retrieval Queries,twitter
Show all users followed by 'Me' with more than 10000 followers.,Simple Retrieval Queries,twitter
How many followers does the user with screen name 'neo4j' have?,Simple Retrieval Queries,twitter
What is the location of the user with the highest betweenness value?,Simple Retrieval Queries,twitter
List the screen names of users who follow at least 100 other users.,Simple Retrieval Queries,twitter
Which users have posted tweets containing the link 'https://twitter.com/i/web/status/13718150212657479'?,Simple Retrieval Queries,twitter
Retrieve the top 3 users sorted by their following count in descending order.,Simple Retrieval Queries,twitter
Identify the users who are mentioned and retweeted in the same tweet.,Simple Retrieval Queries,twitter
Find tweets that mention 'Neo4j' and are tagged with 'education'.,Simple Retrieval Queries,twitter
Show the sources used by tweets that mention 'Neo4j'.,Simple Retrieval Queries,twitter
What is the text of the most favorited tweet?,Simple Retrieval Queries,twitter
List all users retweeted by 'Me'.,Simple Retrieval Queries,twitter
List the top 5 users by number of followers.,Complex Retrieval Queries,twitter
Which users have more than 10000 followers and less than 15000 statuses?,Complex Retrieval Queries,twitter
Find the top 3 tweets with the highest number of favorites.,Complex Retrieval Queries,twitter
Who are the top 5 most followed users that Neo4j follows?,Complex Retrieval Queries,twitter
List 3 users who follow Neo4j and have a location specified as 'Graphs Are Everywhere'.,Complex Retrieval Queries,twitter
What are the names of the top 5 users with the highest betweenness centrality?,Complex Retrieval Queries,twitter
Identify 5 users who follow more than 5000 users but have fewer than 10000 followers.,Complex Retrieval Queries,twitter
Find 3 tweets that contain links and were created in 2021.,Complex Retrieval Queries,twitter
Which 5 users are most similar to Neo4j based on the SIMILAR_TO score?,Complex Retrieval Queries,twitter
List the top 3 hashtags used in tweets posted by users from 'Graphs Are Everywhere'.,Complex Retrieval Queries,twitter
What are the top 3 sources used in the tweets that mention Neo4j?,Complex Retrieval Queries,twitter
Who are the 5 users with the most interactions with other users?,Complex Retrieval Queries,twitter
List the top 3 tweets that retweet content from Neo4j.,Complex Retrieval Queries,twitter
Which 3 users amplified Neo4j the most?,Complex Retrieval Queries,twitter
Find the top 5 tweets by Neo4j that have been retweeted and mention another user.,Complex Retrieval Queries,twitter
Who are the top 3 users that Neo4j has retweeted mentions from?,Complex Retrieval Queries,twitter
List 3 users who have posted tweets tagging the hashtag 'education'.,Complex Retrieval Queries,twitter
Which 3 tweets posted by Neo4j have the most replies?,Complex Retrieval Queries,twitter
Identify the top 5 tweets that mention Neo4j and contain a link.,Complex Retrieval Queries,twitter
What are the 3 most common hashtags in tweets that have been retweeted more than 100 times?,Complex Retrieval Queries,twitter
List the tweets containing the link 'https://twitter.com/i/web/status/13718150212657479' and were created in March 2021.,Complex Retrieval Queries,twitter
Which 3 users have the most followers among those who have interacted with Neo4j?,Complex Retrieval Queries,twitter
Identify the top 5 tweets with texts containing the word 'education'.,Complex Retrieval Queries,twitter
Find the 3 most recent tweets by Neo4j.,Complex Retrieval Queries,twitter
Which 3 users with the highest betweenness have tweeted about 'education'?,Complex Retrieval Queries,twitter
List the top 3 sources used by tweets mentioning 'Neo4j' and containing a hashtag.,Complex Retrieval Queries,twitter
Who are the top 5 users followed by Neo4j that have tweeted more than 1000 times?,Complex Retrieval Queries,twitter
Find the top 3 users who amplified tweets by Neo4j and have a high betweenness score.,Complex Retrieval Queries,twitter
Which 3 tweets by Neo4j have the most favorites and were posted in 2020?,Complex Retrieval Queries,twitter
List the 3 tweets by Neo4j that have been retweeted by users with more than 10000 followers.,Complex Retrieval Queries,twitter
What are the names of the top 5 users with the highest betweenness?,Simple Aggregation Queries,twitter
List the screen names of the first 3 users who have the most followers.,Simple Aggregation Queries,twitter
Who are the top 5 users based on the number of statuses they have posted?,Simple Aggregation Queries,twitter
Identify the top 3 users by the number of people they are following.,Simple Aggregation Queries,twitter
Who are the three users with the most mentions in tweets?,Simple Aggregation Queries,twitter
List the first 5 tweets with the highest number of favorites.,Simple Aggregation Queries,twitter
What are the top 3 sources used most frequently in tweets?,Simple Aggregation Queries,twitter
Which 5 users have posted the most tweets?,Simple Aggregation Queries,twitter
